Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_life_Balance,job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age Group,Salary_band
1363,54,Male,Single,Sales,Manager,2,12086,66,1,6,7,3,4,1,91,No,8,53,12,3,4,4,26,3,No,51+,Low
1364,39,Male,Divorced,HR,Manager,4,15627,16,11,5,1,3,4,4,35,Yes,7,49,9,4,2,4,20,1,Yes,31-40,Low
1365,54,Male,Married,Sales,Executive,4,5410,50,13,8,2,2,1,2,87,No,6,51,17,4,3,2,16,3,Yes,51+,Low
1366,37,Male,Divorced,Marketing,Manager,2,19563,62,1,10,8,3,5,1,27,No,1,56,12,4,2,4,45,4,No,31-40,Low
1367,36,Female,Single,IT,Assistant,4,3588,49,23,2,1,4,4,1,58,No,2,45,15,3,3,3,25,1,Yes,31-40,Low
1368,43,Male,Married,Sales,Executive,2,6225,84,2,14,9,1,5,2,3,No,7,52,15,1,1,3,32,4,No,41-50,Low
1369,22,Male,Divorced,IT,Analyst,3,14228,95,25,12,0,3,2,3,77,Yes,4,48,18,2,1,3,7,3,Yes,20-30,Low
1370,51,Female,Married,Marketing,Assistant,5,7764,86,10,2,2,2,4,4,68,No,7,57,14,4,2,2,45,3,Yes,51+,Low
1371,54,Female,Single,Marketing,Assistant,4,10087,56,4,4,9,1,5,1,95,Yes,8,38,13,3,2,2,29,2,No,51+,Low
1372,57,Female,Divorced,HR,Assistant,5,7464,88,15,13,5,2,5,2,16,No,3,57,17,3,3,1,14,1,Yes,51+,Low
1373,39,Male,Single,Finance,Executive,4,5706,94,6,9,7,1,5,1,97,Yes,1,58,14,2,3,2,13,2,No,31-40,Low
1374,39,Female,Divorced,Not Specified,Assistant,1,35190,52,21,5,9,2,5,1,36,No,9,59,0,3,1,3,40,3,Yes,31-40,Medium
1375,28,Female,Single,IT,Executive,1,15158,40,15,7,4,4,3,4,61,Yes,2,33,0,2,3,1,36,2,No,20-30,Low
1376,23,Female,Single,HR,Manager,3,10166,45,7,7,1,2,4,2,89,No,4,41,16,2,3,3,1,2,No,20-30,Low
1377,33,Male,Married,Sales,Analyst,5,15646,66,9,6,7,3,1,2,30,No,1,53,10,2,3,1,2,4,No,31-40,Low
1378,56,Male,Single,Not Specified,Manager,5,4640,74,20,12,1,3,5,3,91,No,1,32,5,2,1,2,13,4,Yes,51+,Low
1379,53,Male,Married,Finance,Assistant,2,17367,22,25,6,3,3,3,2,27,No,7,32,15,1,2,2,41,2,No,51+,Low
1380,30,Female,Single,Finance,Not Specified,2,11253,75,9,9,8,1,4,2,92,No,2,53,3,3,4,4,48,1,No,20-30,Low
1381,22,Male,Single,IT,Executive,4,16408,49,11,4,6,3,1,4,52,Yes,5,45,17,4,2,3,25,2,No,20-30,Low
1382,47,Female,Single,Marketing,Manager,2,14641,48,24,2,2,2,5,4,35,Yes,7,54,13,1,1,1,22,4,No,41-50,Low
1383,48,Female,Divorced,Finance,Assistant,2,15739,24,17,7,0,3,5,2,25,No,7,32,8,1,2,2,45,3,No,41-50,Low
1384,28,Female,Married,IT,Analyst,5,6286,54,26,6,5,3,4,3,85,Yes,4,49,2,2,2,3,9,3,Yes,20-30,Low
1385,22,Male,Divorced,Finance,Executive,1,18443,66,15,4,8,2,2,3,98,Yes,5,54,13,3,1,4,49,3,No,20-30,Low
1386,44,Female,Married,Finance,Executive,5,17741,26,15,1,3,2,3,3,27,Yes,7,34,7,1,2,1,8,4,No,41-50,Low
1387,53,Female,Single,Marketing,Assistant,2,18341,41,9,4,6,1,1,3,60,No,8,46,13,3,4,2,42,4,No,51+,Low
1388,31,Male,Divorced,Sales,Executive,4,4692,33,19,6,2,1,2,3,21,No,3,45,15,3,1,4,44,3,No,31-40,Low
1389,28,Female,Married,IT,Not Specified,1,18848,71,8,11,0,2,4,1,49,No,1,56,6,2,4,4,8,3,No,20-30,Low
1390,34,Female,Single,Finance,Not Specified,2,19740,68,5,3,4,4,3,3,34,No,9,54,15,2,4,4,25,1,No,31-40,Low
1391,60,Female,Married,Finance,Not Specified,2,35190,29,6,13,0,2,4,4,81,No,2,33,1,4,3,1,16,2,No,51+,Medium
1392,44,Male,Married,HR,Assistant,4,19979,51,19,13,1,1,3,2,68,No,6,30,14,4,4,2,30,4,No,41-50,Low
1393,24,Female,Single,Sales,Manager,4,17260,75,11,1,6,4,4,4,92,No,8,54,0,2,3,1,33,4,No,20-30,Low
1394,30,Male,Divorced,Marketing,Not Specified,2,18288,32,23,12,0,4,1,2,10,Yes,7,47,11,2,4,2,23,1,No,20-30,Low
1395,53,Male,Single,IT,Assistant,2,7966,58,2,2,5,3,5,2,87,Yes,3,38,15,3,3,4,7,3,Yes,51+,Low
1396,43,Female,Divorced,Finance,Assistant,5,14364,98,29,6,6,2,1,4,37,Yes,5,38,6,2,2,4,42,1,No,41-50,Low
1397,34,Female,Married,IT,Analyst,3,13023,35,3,1,3,1,4,4,58,Yes,5,37,15,2,2,3,45,2,Yes,31-40,Low
1398,57,Female,Married,Marketing,Executive,4,6953,43,2,6,3,1,2,4,44,No,2,42,8,1,2,1,17,2,No,51+,Low
1399,27,Female,Married,Sales,Analyst,4,9230,29,13,1,1,1,3,3,43,No,4,31,13,3,1,3,40,3,No,20-30,Low
1400,24,Male,Divorced,HR,Executive,5,5570,82,11,1,4,4,3,2,24,Yes,9,34,10,4,1,4,30,3,Yes,20-30,Low
1401,45,Male,Single,Sales,Analyst,1,19476,78,25,6,6,1,3,3,15,No,2,55,0,4,3,3,28,3,Yes,41-50,Low
1402,37,Female,Divorced,HR,Analyst,1,13392,28,15,13,3,4,2,2,19,Yes,6,59,3,1,2,3,46,2,No,31-40,Low
1403,25,Male,Married,IT,Not Specified,1,15641,51,13,1,7,3,2,1,53,No,1,54,17,3,2,3,25,3,No,20-30,Low
1404,56,Female,Married,Sales,Analyst,4,10741,68,19,12,7,4,2,3,12,No,2,57,10,3,2,2,21,2,No,51+,Low
1405,32,Female,Single,Sales,Manager,3,4896,73,15,9,6,3,2,2,34,No,3,50,12,1,3,2,7,2,No,31-40,Low
1406,47,Female,Married,Sales,Assistant,3,5964,73,22,2,2,2,1,2,11,No,3,48,15,2,4,2,22,3,No,41-50,Low
1407,24,Female,Married,Not Specified,Executive,5,12302,99,13,9,9,2,5,2,62,No,6,53,18,2,1,2,49,4,No,20-30,Low
1408,32,Male,Divorced,IT,Executive,1,9354,69,1,5,8,4,2,2,3,Yes,8,59,9,3,2,1,29,2,No,31-40,Low
1409,39,Male,Divorced,HR,Manager,1,15002,57,28,5,7,2,5,1,35,No,9,48,14,2,1,1,48,2,No,31-40,Low
1410,60,Female,Single,Sales,Executive,2,5918,66,13,10,9,3,4,4,93,No,1,31,18,3,2,1,7,1,Yes,51+,Low
1411,51,Female,Single,IT,Executive,5,16387,53,15,8,0,2,5,1,92,No,3,47,11,1,3,4,25,3,No,51+,Low
1412,48,Male,Married,Marketing,Analyst,5,17339,91,8,1,8,3,3,4,81,Yes,6,56,0,2,2,4,8,1,No,41-50,Low
1413,22,Female,Single,Marketing,Manager,4,11622,33,26,9,6,4,3,3,92,Yes,6,45,5,2,4,2,11,3,No,20-30,Low
1414,39,Male,Divorced,IT,Executive,4,13651,70,19,14,9,2,4,1,8,No,7,41,5,3,3,2,25,3,No,31-40,Low
1415,53,Female,Single,HR,Assistant,5,35190,50,23,1,9,4,1,4,73,No,6,46,9,1,2,3,46,1,No,51+,Medium
1416,59,Male,Divorced,IT,Manager,3,5082,66,14,5,3,4,4,3,9,No,2,36,18,4,3,1,31,4,No,51+,Low
1417,46,Female,Married,IT,Analyst,5,16553,58,6,8,4,2,3,3,52,Yes,3,35,15,2,3,3,20,3,No,41-50,Low
1418,32,Female,Divorced,Finance,Assistant,3,6727,60,17,1,6,1,3,1,7,Yes,3,58,9,2,1,3,36,2,No,31-40,Low
1419,39,Male,Single,Marketing,Executive,4,8003,54,15,5,7,2,5,4,58,No,4,33,3,2,1,4,47,1,No,31-40,Low
1420,25,Female,Single,HR,Executive,5,5858,94,16,13,3,4,5,4,18,No,9,43,16,1,1,4,42,2,No,20-30,Low
1421,43,Male,Married,Finance,Manager,3,11475,67,28,12,6,3,3,3,43,Yes,1,50,17,1,3,4,8,3,Yes,41-50,Low
1422,38,Female,Single,IT,Not Specified,2,3726,71,5,3,5,3,4,3,43,Yes,9,45,3,3,1,2,25,1,No,31-40,Low
1423,35,Female,Married,Marketing,Manager,2,19720,33,23,8,8,4,4,4,33,No,2,51,18,2,3,2,29,1,No,31-40,Low
1424,59,Female,Married,Finance,Executive,5,9083,92,20,13,3,4,2,4,52,No,1,42,19,3,2,3,42,3,Yes,51+,Low
1425,47,Female,Single,Finance,Assistant,1,35190,58,6,3,3,1,1,1,2,No,3,30,2,3,3,2,20,4,Yes,41-50,Medium
1426,52,Female,Divorced,HR,Analyst,5,9226,34,2,12,2,1,4,4,86,Yes,1,30,7,2,1,1,24,3,No,51+,Low
1427,32,Female,Married,IT,Not Specified,4,16987,58,6,8,7,3,3,1,1,No,7,50,13,4,1,2,30,2,No,31-40,Low
1428,44,Male,Divorced,Not Specified,Analyst,4,13557,57,10,11,7,3,1,4,59,No,2,52,15,4,3,1,27,1,No,41-50,Low
1429,55,Female,Single,Finance,Manager,2,7970,21,19,11,3,4,5,4,45,Yes,9,30,11,1,1,1,48,1,No,51+,Low
1430,46,Female,Divorced,Finance,Executive,3,9822,56,1,2,2,1,3,4,14,Yes,2,30,9,3,1,4,22,3,No,41-50,Low
1431,57,Male,Divorced,Not Specified,Assistant,2,4790,76,6,10,5,2,3,2,98,No,8,41,1,1,4,3,30,2,Yes,51+,Low
1432,26,Female,Divorced,Finance,Executive,3,5881,16,25,14,8,2,5,2,6,Yes,6,50,5,2,3,1,6,2,No,20-30,Low
1433,24,Male,Divorced,Not Specified,Manager,5,8543,91,16,3,7,3,4,2,60,No,6,53,13,3,4,4,3,2,Yes,20-30,Low
1434,50,Male,Single,Marketing,Analyst,1,10130,60,10,13,6,3,5,1,34,Yes,4,56,5,2,1,2,42,4,No,41-50,Low
1435,42,Female,Single,IT,Assistant,4,17134,52,8,1,6,2,3,3,34,No,1,49,15,1,1,3,49,2,No,41-50,Low
1436,29,Female,Divorced,Marketing,Analyst,5,5861,15,15,1,4,1,4,1,68,No,8,46,3,3,3,3,48,2,No,20-30,Low
1437,51,Female,Single,IT,Analyst,2,17339,61,24,4,1,1,5,3,48,No,7,48,16,1,1,4,43,3,No,51+,Low
1438,49,Male,Single,Finance,Manager,5,11254,27,27,5,8,1,4,3,82,No,6,49,13,3,3,4,5,2,No,41-50,Low
1439,58,Female,Married,HR,Analyst,1,12205,74,21,14,2,4,1,4,94,Yes,5,49,2,2,1,4,31,3,Yes,51+,Low
1440,51,Male,Single,HR,Manager,3,35190,95,15,3,8,4,4,3,1,No,2,51,1,2,1,4,16,3,No,51+,Medium
1441,37,Female,Divorced,Finance,Analyst,1,6325,78,20,2,9,2,3,1,33,No,1,38,6,3,2,3,33,2,No,31-40,Low
1442,55,Male,Married,IT,Analyst,2,6698,82,7,1,1,1,5,4,12,No,7,58,8,1,1,4,36,3,No,51+,Low
1443,21,Female,Single,Finance,Assistant,1,8973,69,15,3,0,2,4,2,63,No,4,47,19,4,1,3,5,1,Yes,20-30,Low
1444,33,Male,Single,IT,Manager,4,9210,45,15,1,9,4,2,3,34,No,2,44,2,2,4,3,11,2,No,31-40,Low
1445,32,Female,Single,Finance,Executive,1,6357,28,4,10,6,4,5,4,97,Yes,3,39,6,3,3,3,13,4,No,31-40,Low
1446,49,Male,Married,Finance,Executive,5,19515,99,19,10,0,2,5,2,77,No,2,56,0,2,1,4,29,3,No,41-50,Low
1447,31,Female,Divorced,Finance,Executive,3,8167,19,19,6,7,4,2,4,34,Yes,9,31,16,4,1,2,3,4,Yes,31-40,Low
1448,58,Male,Divorced,HR,Assistant,4,18914,68,10,13,2,4,4,2,25,No,4,45,13,2,2,2,26,1,Yes,51+,Low
1449,22,Female,Married,IT,Assistant,4,10084,67,22,11,2,3,1,4,43,No,1,45,2,2,2,3,26,4,No,20-30,Low
1450,51,Female,Single,Not Specified,Analyst,4,3992,51,8,3,8,2,3,2,6,No,5,43,2,3,1,1,40,1,No,51+,Low
1451,32,Female,Married,Marketing,Not Specified,2,8772,71,20,12,0,2,1,2,99,Yes,7,34,16,3,1,1,41,3,No,31-40,Low
1452,46,Female,Single,Marketing,Executive,2,5596,17,1,4,6,3,3,2,38,Yes,1,34,15,2,2,3,24,2,No,41-50,Low
1453,36,Male,Married,HR,Analyst,5,19029,91,20,8,1,4,3,3,84,No,4,45,0,2,4,2,6,1,No,31-40,Low
1454,39,Male,Divorced,Sales,Not Specified,3,5949,25,28,10,2,4,5,3,78,No,9,45,1,2,1,2,20,2,No,31-40,Low
1455,50,Male,Divorced,HR,Assistant,1,35190,56,21,5,9,3,3,3,12,Yes,3,48,1,2,3,3,6,1,No,41-50,Medium
1456,53,Female,Married,Sales,Executive,5,10237,69,24,11,7,2,5,1,83,No,8,54,2,4,1,1,25,1,No,51+,Low
1457,43,Female,Divorced,HR,Manager,2,15629,52,13,5,2,4,2,4,97,Yes,8,35,9,1,1,2,29,4,No,41-50,Low
1458,54,Female,Single,Marketing,Executive,5,3065,38,7,8,1,3,3,4,89,No,9,54,2,3,2,4,3,1,No,51+,Low
1459,25,Female,Single,Finance,Assistant,3,15894,23,2,10,6,2,3,1,3,No,7,40,15,2,1,4,43,4,No,20-30,Low
1460,38,Female,Married,IT,Executive,5,6764,27,9,10,2,1,1,1,97,No,5,52,12,2,4,2,1,3,No,31-40,Low
1461,49,Male,Divorced,Finance,Manager,4,14333,32,19,12,7,2,5,2,83,No,4,31,16,2,3,1,28,4,No,41-50,Low
1462,26,Male,Divorced,Marketing,Analyst,1,14524,24,10,14,3,3,5,4,18,Yes,6,55,1,4,3,3,28,4,No,20-30,Low
1463,29,Male,Married,IT,Not Specified,2,13771,26,17,12,5,3,4,4,30,Yes,3,45,4,2,2,4,26,2,Yes,20-30,Low
1464,51,Female,Married,Sales,Assistant,2,4419,61,26,11,7,1,3,3,82,No,8,40,18,4,2,3,45,1,No,51+,Low
1465,53,Female,Divorced,Sales,Not Specified,3,8477,97,23,13,3,2,4,2,42,No,4,44,11,4,1,1,38,3,Yes,51+,Low
1466,47,Female,Married,Marketing,Not Specified,3,15645,97,18,10,4,2,4,1,63,No,2,57,1,2,1,3,5,3,No,41-50,Low
1467,34,Female,Single,IT,Analyst,3,4415,24,10,4,2,2,2,4,1,Yes,5,44,1,3,3,2,6,2,No,31-40,Low
1468,49,Female,Divorced,Not Specified,Not Specified,2,11567,15,23,13,3,2,5,4,89,Yes,8,40,1,1,3,1,14,1,No,41-50,Low
1469,56,Female,Married,Marketing,Not Specified,4,8424,71,1,8,9,1,2,2,21,No,6,46,1,2,1,1,38,3,No,51+,Low
1470,48,Female,Married,Sales,Assistant,1,9207,85,11,10,7,3,5,2,80,No,9,37,14,1,3,1,1,2,No,41-50,Low
1471,41,Male,Married,Marketing,Manager,3,11369,25,19,5,6,2,5,2,87,Yes,6,55,9,2,2,1,28,3,No,41-50,Low
1472,23,Male,Divorced,Finance,Analyst,2,19618,67,23,6,5,3,4,1,75,No,3,49,5,3,3,1,30,4,Yes,20-30,Low
1473,39,Female,Single,HR,Executive,4,3761,18,20,1,4,1,2,2,21,No,2,52,18,1,2,1,12,4,No,31-40,Low
1474,51,Female,Single,HR,Assistant,3,6878,75,2,9,8,4,2,3,83,Yes,8,49,12,2,1,3,38,2,No,51+,Low
1475,55,Female,Divorced,Finance,Assistant,3,4282,99,5,4,3,4,5,2,66,No,8,47,18,4,3,2,25,1,No,51+,Low
1476,23,Male,Married,IT,Assistant,1,18826,24,3,1,2,2,2,2,14,No,7,57,15,2,4,2,29,4,Yes,20-30,Low
1477,46,Male,Divorced,Marketing,Assistant,1,6613,19,14,7,5,2,3,1,42,Yes,7,36,6,3,2,4,2,1,No,41-50,Low
1478,36,Female,Divorced,Finance,Analyst,5,7446,75,25,10,1,3,2,2,13,No,4,36,18,3,1,2,36,1,No,31-40,Low
1479,31,Male,Married,HR,Assistant,3,7636,90,7,4,8,1,1,3,73,Yes,2,57,0,2,4,1,36,3,No,31-40,Low
1480,41,Male,Divorced,Sales,Analyst,5,6383,44,11,5,5,4,2,3,19,Yes,7,48,18,3,4,4,38,2,No,41-50,Low
1481,36,Male,Single,Finance,Manager,2,10275,71,17,11,2,1,3,1,22,Yes,3,48,16,4,2,1,47,2,No,31-40,Low
1482,29,Female,Divorced,Finance,Manager,1,3029,47,1,7,1,2,2,4,53,Yes,1,42,18,4,1,2,44,2,No,20-30,Low
1483,20,Male,Married,Finance,Executive,4,19692,51,22,7,8,1,3,4,72,Yes,1,47,4,2,3,4,38,3,No,20-30,Low
1484,41,Male,Divorced,HR,Not Specified,3,12701,96,4,9,9,3,1,1,61,Yes,8,42,4,4,3,2,48,4,No,41-50,Low
1485,45,Female,Single,HR,Executive,3,19520,82,1,9,2,2,4,2,61,No,7,56,2,1,2,3,22,3,No,41-50,Low
1486,37,Female,Divorced,Finance,Analyst,5,12646,37,9,7,5,2,5,2,63,No,1,45,10,1,3,1,29,4,No,31-40,Low
1487,33,Male,Divorced,Finance,Executive,1,5603,84,18,12,8,4,5,2,73,Yes,4,54,10,1,4,3,3,2,Yes,31-40,Low
1488,48,Female,Divorced,IT,Not Specified,5,5480,21,17,10,2,1,3,4,52,Yes,4,32,6,4,1,4,16,2,No,41-50,Low
1489,31,Male,Divorced,Sales,Assistant,3,12038,33,19,9,8,1,1,2,60,Yes,4,42,14,1,3,1,31,4,Yes,31-40,Low
1490,55,Female,Married,Marketing,Analyst,1,12421,29,15,5,1,2,1,2,52,No,6,59,3,3,1,1,21,4,No,51+,Low
1491,54,Female,Single,Marketing,Analyst,3,19330,46,10,2,3,2,3,2,2,No,4,33,18,2,3,2,33,2,No,51+,Low
1492,31,Female,Single,Marketing,Assistant,1,5796,93,12,9,9,2,1,2,11,No,2,31,1,2,4,2,23,4,No,31-40,Low
1493,26,Male,Single,HR,Analyst,3,4127,73,16,6,2,1,4,3,19,Yes,1,52,9,1,4,1,8,1,No,20-30,Low
1494,48,Female,Divorced,HR,Not Specified,4,9502,84,12,6,6,4,3,3,24,No,6,52,1,4,3,4,25,4,No,41-50,Low
1495,39,Female,Single,IT,Assistant,5,16139,84,1,9,3,3,4,1,88,No,6,30,6,2,3,3,28,2,No,31-40,Low
1496,52,Male,Married,HR,Assistant,1,35190,20,13,13,3,2,4,1,27,Yes,7,48,11,2,4,2,4,1,No,51+,Medium
1497,25,Male,Divorced,Not Specified,Assistant,5,15842,90,4,1,0,3,2,1,15,Yes,7,38,2,3,4,3,32,3,No,20-30,Low
1498,34,Male,Divorced,Sales,Manager,1,13597,80,20,2,9,2,5,2,50,Yes,8,41,14,2,3,2,14,1,Yes,31-40,Low
1499,39,Male,Single,Sales,Analyst,1,35190,18,22,11,2,1,4,3,39,No,4,46,11,4,2,1,33,4,No,31-40,Medium
1500,30,Female,Divorced,Sales,Manager,1,16664,84,12,3,4,1,5,2,20,No,9,52,14,1,4,2,24,3,No,20-30,Low
1501,42,Male,Divorced,Sales,Manager,3,6929,71,19,1,4,1,3,4,70,No,1,38,11,3,2,1,7,3,Yes,41-50,Low
1502,45,Female,Single,Marketing,Manager,2,6263,75,29,4,3,3,5,2,75,No,1,37,12,3,2,2,2,1,No,41-50,Low
1503,54,Female,Married,Marketing,Executive,3,4927,70,15,2,6,3,3,4,98,Yes,1,45,10,1,4,2,19,2,Yes,51+,Low
1504,54,Male,Married,Not Specified,Analyst,2,13291,28,9,3,9,3,5,3,81,Yes,2,46,7,1,1,3,33,4,No,51+,Low
1505,48,Female,Single,IT,Analyst,3,16590,97,22,12,9,3,3,4,81,No,2,50,6,2,1,1,45,2,Yes,41-50,Low
1506,23,Female,Married,HR,Assistant,2,15675,21,7,8,3,1,2,2,10,No,3,32,16,4,2,3,15,1,No,20-30,Low
1507,36,Male,Married,HR,Assistant,1,8971,68,6,11,6,2,2,1,31,Yes,8,35,10,1,2,1,42,3,No,31-40,Low
1508,54,Female,Married,Not Specified,Executive,1,35190,96,9,4,5,3,4,4,96,No,5,31,7,1,2,2,31,3,No,51+,Medium
1509,32,Female,Divorced,Sales,Manager,2,11286,72,18,9,5,1,1,4,46,Yes,1,53,9,4,3,3,6,4,No,31-40,Low
1510,39,Male,Divorced,Finance,Not Specified,2,3129,75,27,6,4,4,1,4,44,Yes,3,45,2,2,2,1,3,4,No,31-40,Low
1511,34,Female,Divorced,IT,Analyst,5,10272,86,15,12,7,2,5,4,96,No,5,58,3,2,2,2,3,3,No,31-40,Low
1512,48,Female,Married,Marketing,Assistant,1,35190,42,21,1,8,2,2,2,78,Yes,9,34,17,4,4,3,48,2,No,41-50,Medium
1513,39,Female,Divorced,Finance,Manager,3,6268,99,18,6,8,1,1,3,17,Yes,5,52,19,1,2,3,21,1,Yes,31-40,Low
1514,39,Female,Married,Finance,Executive,5,13499,69,13,7,5,4,3,1,85,Yes,7,37,6,1,2,4,38,3,No,31-40,Low
1515,51,Female,Single,Marketing,Manager,2,3986,88,7,12,4,3,2,4,5,No,2,32,10,2,4,1,21,2,Yes,51+,Low
1516,21,Female,Married,Finance,Assistant,3,6110,67,12,4,0,3,4,2,58,Yes,6,55,17,1,4,2,13,2,No,20-30,Low
1517,39,Male,Divorced,Not Specified,Executive,4,5600,97,5,8,2,3,4,2,85,Yes,5,30,4,3,1,4,34,1,No,31-40,Low
1518,39,Male,Married,Finance,Executive,4,18680,58,16,12,7,1,2,2,5,Yes,4,39,4,1,1,1,34,2,No,31-40,Low
1519,41,Female,Divorced,IT,Manager,4,5169,42,8,10,0,3,1,1,14,Yes,9,53,6,2,1,2,18,1,No,41-50,Low
1520,30,Female,Divorced,Finance,Assistant,3,35190,60,26,3,0,2,4,4,93,Yes,8,48,12,3,3,4,48,4,No,20-30,Medium
1521,47,Male,Single,Not Specified,Manager,2,5594,63,27,7,7,4,3,1,60,No,7,37,8,2,1,2,46,1,No,41-50,Low
1522,22,Male,Single,Finance,Assistant,3,17735,81,15,7,6,4,5,1,29,No,4,54,18,1,1,2,14,1,Yes,20-30,Low
1523,36,Female,Divorced,Not Specified,Assistant,5,6104,41,7,4,1,3,1,4,45,No,3,36,16,4,2,3,2,3,No,31-40,Low
1524,47,Male,Married,HR,Analyst,5,10326,95,27,1,5,3,2,2,95,No,1,34,11,3,3,3,14,1,No,41-50,Low
1525,48,Female,Single,Marketing,Not Specified,4,3405,93,28,12,8,1,5,3,83,No,3,41,11,4,2,3,39,1,No,41-50,Low
1526,40,Female,Single,IT,Assistant,2,5411,53,1,10,7,1,3,3,16,Yes,2,45,2,1,3,3,39,1,No,31-40,Low
1527,35,Male,Divorced,Sales,Manager,5,14003,98,2,10,5,2,4,3,92,Yes,5,50,10,3,2,3,11,2,No,31-40,Low
1528,56,Female,Married,IT,Manager,1,15838,41,9,6,1,4,2,3,74,No,8,39,5,4,1,1,2,4,No,51+,Low
1529,39,Female,Single,HR,Analyst,1,11322,49,15,10,2,3,1,2,83,No,4,47,7,1,4,3,4,4,No,31-40,Low
1530,25,Female,Single,Sales,Not Specified,4,14247,61,7,12,2,2,3,1,83,Yes,7,58,5,2,4,2,38,1,Yes,20-30,Low
1531,38,Female,Married,Finance,Not Specified,4,13509,66,7,12,8,1,2,4,7,No,9,37,0,3,3,4,2,3,Yes,31-40,Low
1532,24,Female,Single,Not Specified,Executive,4,8800,83,20,12,8,2,2,2,49,No,4,49,10,4,1,2,11,4,No,20-30,Low
1533,22,Male,Married,Sales,Analyst,5,14143,80,13,7,4,1,3,1,16,Yes,6,45,11,1,2,3,15,1,No,20-30,Low
1534,20,Male,Divorced,Marketing,Not Specified,2,7882,55,29,3,4,2,2,2,56,Yes,9,31,11,1,2,1,14,2,No,20-30,Low
1535,57,Male,Single,Sales,Analyst,4,4933,64,4,12,7,1,1,2,57,Yes,2,50,4,3,1,2,35,4,No,51+,Low
1536,34,Female,Divorced,Marketing,Executive,3,5979,59,19,5,2,2,4,4,75,No,2,31,13,1,3,3,25,2,No,31-40,Low
1537,53,Male,Married,Marketing,Assistant,4,35190,34,10,8,8,3,3,4,95,Yes,2,53,5,3,4,2,3,1,No,51+,Medium
1538,54,Female,Divorced,Sales,Analyst,5,14992,85,4,7,4,4,1,4,85,Yes,1,53,18,4,2,4,3,1,No,51+,Low
1539,44,Male,Divorced,IT,Executive,2,5636,50,12,2,8,4,4,1,26,Yes,6,58,15,4,1,2,46,2,No,41-50,Low
1540,43,Male,Divorced,IT,Assistant,4,3346,86,26,4,9,4,2,1,57,Yes,1,43,11,3,1,1,48,1,No,41-50,Low
1541,32,Male,Married,Marketing,Analyst,1,16001,84,22,7,8,2,5,4,50,Yes,5,43,6,1,2,4,17,4,No,31-40,Low
1542,37,Male,Married,HR,Assistant,4,19199,38,15,14,3,3,5,2,46,Yes,4,39,12,4,1,3,45,1,No,31-40,Low
1543,34,Male,Married,Sales,Analyst,4,15934,50,3,11,1,3,3,1,56,No,1,57,13,2,4,1,22,4,No,31-40,Low
1544,35,Male,Married,Not Specified,Manager,2,13608,19,26,9,6,4,1,1,49,Yes,8,39,8,2,4,4,34,4,No,31-40,Low
1545,46,Male,Married,IT,Executive,3,8000,98,8,7,0,4,4,4,89,No,5,40,1,4,2,3,44,2,No,41-50,Low
1546,27,Female,Single,HR,Manager,4,11251,34,17,8,6,4,5,2,30,Yes,6,41,2,2,1,2,30,2,No,20-30,Low
1547,45,Female,Single,Finance,Executive,4,35190,67,6,10,0,4,4,4,28,No,7,39,4,2,1,4,14,4,No,41-50,Medium
1548,36,Female,Single,Finance,Manager,5,18783,54,13,12,4,2,5,3,94,Yes,8,53,4,3,4,4,4,4,No,31-40,Low
1549,48,Female,Divorced,IT,Analyst,2,7326,64,18,12,0,1,4,2,23,No,3,44,11,2,1,4,28,3,No,41-50,Low
1550,27,Male,Divorced,HR,Manager,5,6766,88,16,9,7,4,3,2,62,No,6,55,17,3,1,2,25,3,No,20-30,Low
1551,34,Female,Married,Sales,Analyst,4,3447,81,11,11,0,3,3,4,67,No,9,36,19,1,4,4,36,1,No,31-40,Low
1552,46,Male,Married,IT,Executive,4,10793,49,14,13,5,2,3,2,77,Yes,4,40,0,1,2,1,35,4,Yes,41-50,Low
1553,26,Female,Single,Finance,Analyst,1,5415,78,1,1,0,2,1,4,76,No,8,49,11,1,3,4,38,2,No,20-30,Low
1554,22,Female,Married,IT,Manager,5,7078,51,12,3,1,4,2,2,22,Yes,3,52,4,1,2,1,4,4,No,20-30,Low
1555,48,Male,Divorced,HR,Assistant,2,15841,59,20,6,3,3,2,3,7,No,1,43,6,4,4,3,44,4,No,41-50,Low
1556,43,Male,Married,HR,Executive,4,8148,52,28,8,7,2,4,1,12,Yes,2,40,4,2,2,3,48,1,Yes,41-50,Low
1557,22,Female,Single,HR,Assistant,1,0,99,29,11,2,3,1,3,0,No,5,43,0,3,1,3,48,2,No,20-30,Low
1558,39,Female,Married,Marketing,Assistant,1,5324,41,6,14,7,4,3,1,62,No,7,58,18,4,4,2,47,1,No,31-40,Low
1559,39,Female,Divorced,HR,Not Specified,3,8825,79,7,7,6,4,4,3,26,No,6,40,8,2,4,2,12,4,No,31-40,Low
1560,44,Female,Single,Finance,Not Specified,2,10819,87,11,12,5,2,4,2,80,No,9,58,16,3,3,3,15,2,No,41-50,Low
